These results were downloaded and refreshed on June      25, 2025 at 0:00 a.m. ET. / Ces résultats ont été téléchargés et rafraichis le 25 juin 2025 à 0h HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
12008	Kings--Hants	Kings--Hants	preliminary	préliminaires	Cargill		Alexander	People's Party - PPC	Parti populaire - PPC	591	1	0	58697
12008	Kings--Hants	Kings--Hants	preliminary	préliminaires	Doerr		Paul	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2142	3.6	0	58697
12008	Kings--Hants	Kings--Hants	preliminary	préliminaires	Hirtle		Joel	Conservative	Conservateur	19676	33.5	0	58697
12008	Kings--Hants	Kings--Hants	validated	validés	Beazley		Karen	Green Party	Parti Vert	825	1.4	388	59567
12008	Kings--Hants	Kings--Hants	validated	validés	Blois		Kody	Liberal	Libéral	35836	60.6	388	59567
12008	Kings--Hants	Kings--Hants	validated	validés	Cargill		Alexander	People's Party - PPC	Parti populaire - PPC	591	1	388	59567
12008	Kings--Hants	Kings--Hants	validated	validés	Doerr		Paul	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2154	3.6	388	59567
12008	Kings--Hants	Kings--Hants	validated	validés	Hirtle		Joel	Conservative	Conservateur	19773	33.4	388	59567
12009	Sackville--Bedford--Preston	Sackville--Bedford--Preston	preliminary	préliminaires	Anderson		Andre	Green Party	Parti Vert	520	.9	0	57357
12009	Sackville--Bedford--Preston	Sackville--Bedford--Preston	preliminary	préliminaires	Carroll		Dave	Conservative	Conservateur	18649	32.5	0	57357
12009	Sackville--Bedford--Preston	Sackville--Bedford--Preston	preliminary	préliminaires	Clark		Braedon	Liberal	Libéral	35503	61.9	0	57357
12009	Sackville--Bedford--Preston	Sackville--Bedford--Preston	preliminary	préliminaires	Slaney		Ryan	People's Party - PPC	Parti populaire - PPC	409	.7	0	57357
12009	Sackville--Bedford--Preston	Sackville--Bedford--Preston	preliminary	préliminaires	Wilson		Isaac	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2276	4	0	57357
12009	Sackville--Bedford--Preston	Sackville--Bedford--Preston	validated	validés	Anderson		Andre	Green Party	Parti Vert	526	.9	416	58606
12009	Sackville--Bedford--Preston	Sackville--Bedford--Preston	validated	validés	Carroll		Dave	Conservative	Conservateur	18860	32.4	416	58606
12009	Sackville--Bedford--Preston	Sackville--Bedford--Preston	validated	validés	Clark		Braedon	Liberal	Libéral	36062	62	416	58606
12009	Sackville--Bedford--Preston	Sackville--Bedford--Preston	validated	validés	Slaney		Ryan	People's Party - PPC	Parti populaire - PPC	418	.7	416	58606
12009	Sackville--Bedford--Preston	Sackville--Bedford--Preston	validated	validés	Wilson		Isaac	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2324	4	416	58606
12010	South Shore--St. Margarets	South Shore--St. Margarets	preliminary	préliminaires	Boyd		Patrick Shea	People's Party - PPC	Parti populaire - PPC	698	1.4	0	50701
12010	South Shore--St. Margarets	South Shore--St. Margarets	preliminary	préliminaires	Embrett		Mark	Green Party	Parti Vert	818	1.6	0	50701
12010	South Shore--St. Margarets	South Shore--St. Margarets	preliminary	préliminaires	Fancy-Landry		Jessica	Liberal	Libéral	27871	55	0	50701
12010	South Shore--St. Margarets	South Shore--St. Margarets	preliminary	préliminaires	Henderson		Hayden	Independent	Indépendant(e)	460	.9	0	50701
12010	South Shore--St. Margarets	South Shore--St. Margarets	preliminary	préliminaires	Perkins		Rick	Conservative	Conservateur	20854	41.1	0	50701
12010	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Boyd		Patrick Shea	People's Party - PPC	Parti populaire - PPC	698	1.4	376	51087
12010	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Embrett		Mark	Green Party	Parti Vert	818	1.6	376	51087
12010	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Fancy-Landry		Jessica	Liberal	Libéral	27831	54.9	376	51087
12010	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Henderson		Hayden	Independent	Indépendant(e)	500	1	376	51087
12010	South Shore--St. Margarets	South Shore--St. Margarets	validated	validés	Perkins		Rick	Conservative	Conservateur	20864	41.1	376	51087
12011	Sydney--Glace Bay	Sydney--Glace Bay	preliminary	préliminaires	Boisvert		Nik	Marxist-Leninist	Marxiste-Léniniste	699	1.5	0	47877
12011	Sydney--Glace Bay	Sydney--Glace Bay	preliminary	préliminaires	Evely		Jeffrey	People's Party - PPC	Parti populaire - PPC	576	1.2	0	47877
12011	Sydney--Glace Bay	Sydney--Glace Bay	preliminary	préliminaires	Gallant		Chris	CFP	PAC	228	.5	0	47877
12011	Sydney--Glace Bay	Sydney--Glace Bay	preliminary	préliminaires	Kelloway		Mike	Liberal	Libéral	24972	52.2	0	47877
12011	Sydney--Glace Bay	Sydney--Glace Bay	preliminary	préliminaires	Losier		Kimberly	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2560	5.3	0	47877
12011	Sydney--Glace Bay	Sydney--Glace Bay	preliminary	préliminaires	Manley		Anna	Conservative	Conservateur	17627	36.8	0	47877
12011	Sydney--Glace Bay	Sydney--Glace Bay	preliminary	préliminaires	Pittman		Michael	Libertarian	Libertarien	620	1.3	0	47877
12011	Sydney--Glace Bay	Sydney--Glace Bay	preliminary	préliminaires	Ward		Joe	Independent	Indépendant(e)	595	1.2	0	47877
12011	Sydney--Glace Bay	Sydney--Glace Bay	validated	validés	Boisvert		Nik	Marxist-Leninist	Marxiste-Léniniste	85	.2	373	47539
12011	Sydney--Glace Bay	Sydney--Glace Bay	validated	validés	Evely		Jeffrey	People's Party - PPC	Parti populaire - PPC	589	1.2	373	47539
12011	Sydney--Glace Bay	Sydney--Glace Bay	validated	validés	Gallant		Chris	CFP	PAC	169	.4	373	47539
12011	Sydney--Glace Bay	Sydney--Glace Bay	validated	validés	Kelloway		Mike	Liberal	Libéral	25766	54.6	373	47539
12011	Sydney--Glace Bay	Sydney--Glace Bay	validated	validés	Losier		Kimberly	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1789	3.8	373	47539
12011	Sydney--Glace Bay	Sydney--Glace Bay	validated	validés	Manley		Anna	Conservative	Conservateur	17978	38.1	373	47539
12011	Sydney--Glace Bay	Sydney--Glace Bay	validated	validés	Pittman		Michael	Libertarian	Libertarien	189	.4	373	47539
12011	Sydney--Glace Bay	Sydney--Glace Bay	validated	validés	Ward		Joe	Independent	Indépendant(e)	601	1.3	373	47539
13001	Acadie--Bathurst	Acadie--Bathurst	preliminary	préliminaires	Boulay		Ty	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2108	4.4	0	48257
13001	Acadie--Bathurst	Acadie--Bathurst	preliminary	préliminaires	Brown		James	Conservative	Conservateur	12537	26	0	48257
13001	Acadie--Bathurst	Acadie--Bathurst	preliminary	préliminaires	Cormier		Serge	Liberal	Libéral	32569	67.5	0	48257
13001	Acadie--Bathurst	Acadie--Bathurst	preliminary	préliminaires	Raynard		Randi Rachelle	People's Party - PPC	Parti populaire - PPC	1043	2.2	0	48257
13001	Acadie--Bathurst	Acadie--Bathurst	validated	validés	Boulay		Ty	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2108	4.4	594	48842
13001	Acadie--Bathurst	Acadie--Bathurst	validated	validés	Brown		James	Conservative	Conservateur	12541	26	594	48842
13001	Acadie--Bathurst	Acadie--Bathurst	validated	validés	Cormier		Serge	Liberal	Libéral	32556	67.5	594	48842
13001	Acadie--Bathurst	Acadie--Bathurst	validated	validés	Raynard		Randi Rachelle	People's Party - PPC	Parti populaire - PPC	1043	2.2	594	48842
13002	Beauséjour	Beauséjour	preliminary	préliminaires	Allen		Donna	Libertarian	Libertarien	374	.7	0	57255
13002	Beauséjour	Beauséjour	preliminary	préliminaires	Cornell		Eddie	People's Party - PPC	Parti populaire - PPC	483	.8	0	57255
13002	Beauséjour	Beauséjour	preliminary	préliminaires	Gagne		Alex	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1401	2.4	0	57255
13002	Beauséjour	Beauséjour	preliminary	préliminaires	LeBlanc		Dominic	Liberal	Libéral	34424	60.1	0	57255
13002	Beauséjour	Beauséjour	preliminary	préliminaires	Shaddick		Josh	Green Party	Parti Vert	1250	2.2	0	57255
13002	Beauséjour	Beauséjour	preliminary	préliminaires	Vautour		Nathalie	Conservative	Conservateur	19323	33.7	0	57255
13002	Beauséjour	Beauséjour	validated	validés	Allen		Donna	Libertarian	Libertarien	388	.7	350	59981
13002	Beauséjour	Beauséjour	validated	validés	Cornell		Eddie	People's Party - PPC	Parti populaire - PPC	503	.8	350	59981
13002	Beauséjour	Beauséjour	validated	validés	Gagne		Alex	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1448	2.4	350	59981
13002	Beauséjour	Beauséjour	validated	validés	LeBlanc		Dominic	Liberal	Libéral	36139	60.6	350	59981
13002	Beauséjour	Beauséjour	validated	validés	Shaddick		Josh	Green Party	Parti Vert	1291	2.2	350	59981
13002	Beauséjour	Beauséjour	validated	validés	Vautour		Nathalie	Conservative	Conservateur	19862	33.3	350	59981
13003	Fredericton--Oromocto	Fredericton--Oromocto	preliminary	préliminaires	Allen-Leblanc		Pam	Green Party	Parti Vert	1571	3.1	0	50081
13003	Fredericton--Oromocto	Fredericton--Oromocto	preliminary	préliminaires	Cardy		Dominic	CFP	PAC	344	.7	0	50081
13003	Fredericton--Oromocto	Fredericton--Oromocto	preliminary	préliminaires	Ellis		Brandon	Centrist	Centriste	44	.1	0	50081
13003	Fredericton--Oromocto	Fredericton--Oromocto	preliminary	préliminaires	Lyons-MacFarlane		Nicki	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	902	1.8	0	50081
13003	Fredericton--Oromocto	Fredericton--Oromocto	preliminary	préliminaires	Macdonald		Brian	Conservative	Conservateur	16174	32.3	0	50081
13003	Fredericton--Oromocto	Fredericton--Oromocto	preliminary	préliminaires	Michaud		Heather	People's Party - PPC	Parti populaire - PPC	216	.4	0	50081
13003	Fredericton--Oromocto	Fredericton--Oromocto	preliminary	préliminaires	Myles		David	Liberal	Libéral	30685	61.3	0	50081
13003	Fredericton--Oromocto	Fredericton--Oromocto	preliminary	préliminaires	Patterson		June	Communist	Communiste	145	.3	0	50081
13003	Fredericton--Oromocto	Fredericton--Oromocto	validated	validés	Allen-Leblanc		Pam	Green Party	Parti Vert	1568	3.1	243	50412
13003	Fredericton--Oromocto	Fredericton--Oromocto	validated	validés	Cardy		Dominic	CFP	PAC	345	.7	243	50412
13003	Fredericton--Oromocto	Fredericton--Oromocto	validated	validés	Ellis		Brandon	Centrist	Centriste	44	.1	243	50412
13003	Fredericton--Oromocto	Fredericton--Oromocto	validated	validés	Lyons-MacFarlane		Nicki	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	908	1.8	243	50412
13003	Fredericton--Oromocto	Fredericton--Oromocto	validated	validés	Macdonald		Brian	Conservative	Conservateur	16200	32.3	243	50412
13003	Fredericton--Oromocto	Fredericton--Oromocto	validated	validés	Michaud		Heather	People's Party - PPC	Parti populaire - PPC	208	.4	243	50412
13003	Fredericton--Oromocto	Fredericton--Oromocto	validated	validés	Myles		David	Liberal	Libéral	30750	61.3	243	50412
13003	Fredericton--Oromocto	Fredericton--Oromocto	validated	validés	Patterson		June	Communist	Communiste	146	.3	243	50412
13004	Fundy Royal	Fundy Royal	preliminary	préliminaires	Andrie		Cindy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1507	3.2	0	47610
13004	Fundy Royal	Fundy Royal	preliminary	préliminaires	Johnsen		Hans	Green Party	Parti Vert	961	2	0	47610
13004	Fundy Royal	Fundy Royal	preliminary	préliminaires	Kudla		Bill	Liberal	Libéral	19102	40.1	0	47610
13004	Fundy Royal	Fundy Royal	preliminary	préliminaires	MacFarlane		Alastair	People's Party - PPC	Parti populaire - PPC	629	1.3	0	47610
13004	Fundy Royal	Fundy Royal	preliminary	préliminaires	Moore		Rob	Conservative	Conservateur	25411	53.4	0	47610
13004	Fundy Royal	Fundy Royal	validated	validés	Andrie		Cindy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1507	3.2	234	47845
13004	Fundy Royal	Fundy Royal	validated	validés	Johnsen		Hans	Green Party	Parti Vert	961	2	234	47845
13004	Fundy Royal	Fundy Royal	validated	validés	Kudla		Bill	Liberal	Libéral	19103	40.1	234	47845
13004	Fundy Royal	Fundy Royal	validated	validés	MacFarlane		Alastair	People's Party - PPC	Parti populaire - PPC	629	1.3	234	47845
13004	Fundy Royal	Fundy Royal	validated	validés	Moore		Rob	Conservative	Conservateur	25411	53.4	234	47845
13005	Madawaska--Restigouche	Madawaska--Restigouche	preliminary	préliminaires	Deschênes-Thériault		Guillaume	Liberal	Libéral	22762	55.2	0	41242
13005	Madawaska--Restigouche	Madawaska--Restigouche	preliminary	préliminaires	Mercier		Nancy	People's Party - PPC	Parti populaire - PPC	1105	2.7	0	41242
13005	Madawaska--Restigouche	Madawaska--Restigouche	preliminary	préliminaires	Morin		Michel	Conservative	Conservateur	16121	39.1	0	41242
13005	Madawaska--Restigouche	Madawaska--Restigouche	preliminary	préliminaires	Petersen		Daisy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1254	3	0	41242
13005	Madawaska--Restigouche	Madawaska--Restigouche	validated	validés	Deschênes-Thériault		Guillaume	Liberal	Libéral	22720	55.2	398	41576
13005	Madawaska--Restigouche	Madawaska--Restigouche	validated	validés	Mercier		Nancy	People's Party - PPC	Parti populaire - PPC	887	2.2	398	41576
13005	Madawaska--Restigouche	Madawaska--Restigouche	validated	validés	Morin		Michel	Conservative	Conservateur	16320	39.6	398	41576
13005	Madawaska--Restigouche	Madawaska--Restigouche	validated	validés	Petersen		Daisy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1251	3	398	41576
13006	Miramichi--Grand Lake	Miramichi--Grand Lake	preliminary	préliminaires	Clark		Matthew Ian	Green Party	Parti Vert	831	2.2	0	38267
13006	Miramichi--Grand Lake	Miramichi--Grand Lake	preliminary	préliminaires	Dawson		Mike	Conservative	Conservateur	18431	48.2	0	38267
13006	Miramichi--Grand Lake	Miramichi--Grand Lake	preliminary	préliminaires	Floyd		Josh	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	968	2.5	0	38267
13006	Miramichi--Grand Lake	Miramichi--Grand Lake	preliminary	préliminaires	Harris		Lisa	Liberal	Libéral	18037	47.1	0	38267
13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	Clark		Matthew Ian	Green Party	Parti Vert	831	2.2	302	38559
13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	Dawson		Mike	Conservative	Conservateur	18421	48.2	302	38559
13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	Floyd		Josh	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	968	2.5	302	38559
13006	Miramichi--Grand Lake	Miramichi--Grand Lake	validated	validés	Harris		Lisa	Liberal	Libéral	18037	47.1	302	38559
13007	Moncton--Dieppe	Moncton--Dieppe	preliminary	préliminaires	Dionne		Jocelyn	Conservative	Conservateur	14268	31.3	0	45614
13007	Moncton--Dieppe	Moncton--Dieppe	preliminary	préliminaires	Dunn		Marshall	Green Party	Parti Vert	892	2	0	45614
13007	Moncton--Dieppe	Moncton--Dieppe	preliminary	préliminaires	Landry		Serge	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1730	3.8	0	45614
13007	Moncton--Dieppe	Moncton--Dieppe	preliminary	préliminaires	Petitpas Taylor		Ginette	Liberal	Libéral	28724	63	0	45614
13007	Moncton--Dieppe	Moncton--Dieppe	validated	validés	Dionne		Jocelyn	Conservative	Conservateur	14974	31.2	356	48314
13007	Moncton--Dieppe	Moncton--Dieppe	validated	validés	Dunn		Marshall	Green Party	Parti Vert	994	2.1	356	48314
13007	Moncton--Dieppe	Moncton--Dieppe	validated	validés	Landry		Serge	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1775	3.7	356	48314
13007	Moncton--Dieppe	Moncton--Dieppe	validated	validés	Petitpas Taylor		Ginette	Liberal	Libéral	30215	63	356	48314
13008	Saint John--Kennebecasis	Saint John--Kennebecasis	preliminary	préliminaires	Cormier		Armand	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1207	2.7	0	44984
13008	Saint John--Kennebecasis	Saint John--Kennebecasis	preliminary	préliminaires	Long		Wayne	Liberal	Libéral	26131	58.1	0	44984
13008	Saint John--Kennebecasis	Saint John--Kennebecasis	preliminary	préliminaires	MacFarquhar		David	Green Party	Parti Vert	742	1.6	0	44984
13008	Saint John--Kennebecasis	Saint John--Kennebecasis	preliminary	préliminaires	Venedam		Austin	Libertarian	Libertarien	108	.2	0	44984
13008	Saint John--Kennebecasis	Saint John--Kennebecasis	preliminary	préliminaires	Young		Melissa	Conservative	Conservateur	16796	37.3	0	44984
13008	Saint John--Kennebecasis	Saint John--Kennebecasis	validated	validés	Cormier		Armand	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1206	2.7	257	45224
13008	Saint John--Kennebecasis	Saint John--Kennebecasis	validated	validés	Long		Wayne	Liberal	Libéral	26129	58.1	257	45224
13008	Saint John--Kennebecasis	Saint John--Kennebecasis	validated	validés	MacFarquhar		David	Green Party	Parti Vert	737	1.6	257	45224
13008	Saint John--Kennebecasis	Saint John--Kennebecasis	validated	validés	Venedam		Austin	Libertarian	Libertarien	108	.2	257	45224
13008	Saint John--Kennebecasis	Saint John--Kennebecasis	validated	validés	Young		Melissa	Conservative	Conservateur	16787	37.3	257	45224
13009	Saint John--St. Croix	Saint John--St. Croix	preliminary	préliminaires	Hill		Andrew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1643	3.3	0	50102
13009	Saint John--St. Croix	Saint John--St. Croix	preliminary	préliminaires	Irish		Gerald	Green Party	Parti Vert	794	1.6	0	50102
13009	Saint John--St. Croix	Saint John--St. Croix	preliminary	préliminaires	Ludwig		Karen	Liberal	Libéral	20789	41.5	0	50102
13009	Saint John--St. Croix	Saint John--St. Croix	preliminary	préliminaires	Tays		Keith	Libertarian	Libertarien	280	.6	0	50102
13009	Saint John--St. Croix	Saint John--St. Croix	preliminary	préliminaires	Williamson		John	Conservative	Conservateur	26596	53.1	0	50102
13009	Saint John--St. Croix	Saint John--St. Croix	validated	validés	Hill		Andrew	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1643	3.3	356	50448
13009	Saint John--St. Croix	Saint John--St. Croix	validated	validés	Irish		Gerald	Green Party	Parti Vert	794	1.6	356	50448
13009	Saint John--St. Croix	Saint John--St. Croix	validated	validés	Ludwig		Karen	Liberal	Libéral	20784	41.5	356	50448
13009	Saint John--St. Croix	Saint John--St. Croix	validated	validés	Tays		Keith	Libertarian	Libertarien	280	.6	356	50448
13009	Saint John--St. Croix	Saint John--St. Croix	validated	validés	Williamson		John	Conservative	Conservateur	26591	53.1	356	50448
13010	Tobique--Mactaquac	Tobique--Mactaquac	preliminary	préliminaires	Bragdon		Richard	Conservative	Conservateur	23346	58.8	0	39691
13010	Tobique--Mactaquac	Tobique--Mactaquac	preliminary	préliminaires	Brundle		Vern	People's Party - PPC	Parti populaire - PPC	476	1.2	0	39691
13010	Tobique--Mactaquac	Tobique--Mactaquac	preliminary	préliminaires	MacDougall		Liam	Green Party	Parti Vert	808	2	0	39691
13010	Tobique--Mactaquac	Tobique--Mactaquac	preliminary	préliminaires	Moulton		Julian	Liberal	Libéral	14250	35.9	0	39691
13010	Tobique--Mactaquac	Tobique--Mactaquac	preliminary	préliminaires	Winter		Michael John	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	811	2	0	39691
13010	Tobique--Mactaquac	Tobique--Mactaquac	validated	validés	Bragdon		Richard	Conservative	Conservateur	23322	58.8	203	39870
13010	Tobique--Mactaquac	Tobique--Mactaquac	validated	validés	Brundle		Vern	People's Party - PPC	Parti populaire - PPC	501	1.3	203	39870
13010	Tobique--Mactaquac	Tobique--Mactaquac	validated	validés	MacDougall		Liam	Green Party	Parti Vert	806	2	203	39870
13010	Tobique--Mactaquac	Tobique--Mactaquac	validated	validés	Moulton		Julian	Liberal	Libéral	14226	35.9	203	39870
13010	Tobique--Mactaquac	Tobique--Mactaquac	validated	validés	Winter		Michael John	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	812	2	203	39870
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Bérubé		Sylvie	Bloc Québécois	Bloc Québécois	10381	34	0	30562
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Corriveau		Steve	Conservative	Conservateur	6851	22.4	0	30562
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Gull-Masty		Mandy	Liberal	Libéral	12578	41.2	0	30562
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	preliminary	préliminaires	Higashihara		Thai Dillon	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	752	2.5	0	30562
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Bérubé		Sylvie	Bloc Québécois	Bloc Québécois	10381	34	747	31308
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Corriveau		Steve	Conservative	Conservateur	6850	22.4	747	31308
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Gull-Masty		Mandy	Liberal	Libéral	12578	41.2	747	31308
24001	Abitibi--Baie-James--Nunavik--Eeyou	Abitibi--Baie-James--Nunavik--Eeyou	validated	validés	Higashihara		Thai Dillon	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	752	2.5	747	31308
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Andresen		Jonathan	Liberal	Libéral	13541	27	0	50069
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Juneau		Jérémie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1478	3	0	50069
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Lemire		Sébastien	Bloc Québécois	Bloc Québécois	24773	49.5	0	50069
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Palin-Bussières		Vincent	Parti Rhinocéros Party	Parti Rhinocéros Party	450	.9	0	50069
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	preliminary	préliminaires	Tardif		Steve	Conservative	Conservateur	9827	19.6	0	50069
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Andresen		Jonathan	Liberal	Libéral	13551	27	851	50966
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Juneau		Jérémie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1480	3	851	50966
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Lemire		Sébastien	Bloc Québécois	Bloc Québécois	24774	49.4	851	50966
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Palin-Bussières		Vincent	Parti Rhinocéros Party	Parti Rhinocéros Party	449	.9	851	50966
24002	Abitibi--Témiscamingue	Abitibi--Témiscamingue	validated	validés	Tardif		Steve	Conservative	Conservateur	9861	19.7	851	50966
24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	preliminary	préliminaires	Ben Youssef		Nabila	Bloc Québécois	Bloc Québécois	8483	16.9	0	50124
24003	Ahuntsic-Cartierville	Ahuntsic-Cartierville	preliminary	préliminaires	Issa		Idil	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3317	6.6	0	50124
